,X,Y,PROFONDEUR,lon,lat
1771,2491331.85,1119326.06,200.0,6.030356028624094,46.21658840651741
1772,2491333.61,1119316.05,200.0,6.030381164000665,46.21649865958661
1773,2491330.97,1119334.02,200.0,6.030342772623401,46.21665985770913
1774,2491338.74,1119336.06,200.0,6.030442971682914,46.216679462040155
1775,2491322.91,1119290.19,200.0,6.030248550589109,46.21626434066709
1776,2491333.89,1119298.5,200.0,6.030388879507081,46.21634085743536
1777,2491319.43,1119283.02,200.0,6.030205131517946,46.21619928986489
1778,2491330.23,1119304.54,200.0,6.030340051131774,46.21639459037067
1779,2491336.1,1119310.55,200.0,6.030414707285011,46.21644959431531
1780,2491340.72,1119317.1,200.0,6.0304730418942,46.21650925296717
1781,2491336.91,1119346.41,200.0,6.03041685015925,46.216772255680816
1782,2502056.28,1127082.21,,6.167683614837038,46.28799909524871
1783,2502057.44,1127077.25,,6.167699708929837,46.28795465208466
1784,2502058.1,1127072.33,,6.167709307502385,46.28791049573315
1785,2498057.0,1111531.82,60.0,6.119194943017338,46.14753831373906
1786,2498056.13,1111526.15,60.0,6.119184920565201,46.14748718428098
1787,2498052.15,1111526.8,60.0,6.119133275349397,46.147492427606174
1788,2498047.52,1111525.95,60.0,6.119073545717866,46.147484080983894
1789,2503011.36,1117748.93,160.0,6.182017535031823,46.20419001428204
1790,2503003.82,1117751.63,160.0,6.181919298983815,46.20421321131015
1791,2502999.58,1117744.82,160.0,6.181865788362504,46.204151347322174
1792,2503003.38,1117737.76,160.0,6.1819164816632055,46.20408839490669
1793,2502995.37,1117738.03,160.0,6.181812662332245,46.20408966752714
1794,2502999.17,1117730.97,160.0,6.181863355636973,46.20402671513575
1795,2502991.16,1117731.02,160.0,6.18175958214962,46.204026008930136
1796,2502995.14,1117724.07,160.0,6.181812584346087,46.20396407192725
1797,2502987.73,1117721.08,160.0,6.181717215373934,46.203936109165504
1798,2502994.07,1117716.16,160.0,6.18180036742098,46.20389277147961
1799,2502986.67,1117713.12,160.0,6.181705138514548,46.203864360428724
1800,2502992.99,1117708.23,160.0,6.181788025143369,46.203821289698844
1801,2502979.25,1117710.08,160.0,6.1816096506245275,46.203835946410905
1802,2502978.18,1117702.14,160.0,6.181597440230314,46.20376437610843
1803,2502970.1,1117694.93,160.0,6.18149426976704,46.2036983599113
1804,2502969.51,1117687.96,160.0,6.1814880758649835,46.203635583491746
1805,2502976.79,1117680.02,160.0,6.181584032273235,46.20356521843981
1806,2502982.44,1117675.86,160.0,6.181658087570938,46.203528617042224
1807,2502985.1,1117682.32,160.0,6.181691202632806,46.203587105041635
1808,2502976.43,1117687.01,160.0,6.181577915726502,46.203628037622906
1809,2502977.06,1117694.19,160.0,6.181584584241306,46.203692708643665
1810,2502984.2,1117689.25,160.0,6.1816781034627875,46.2036493066283
1811,2502984.5,1117697.26,160.0,6.1816803247135175,46.20372139540224
1812,2502991.59,1117695.08,160.0,6.181772622543004,46.20370281075076
1813,2502985.58,1117705.2,160.0,6.181692664748429,46.20379296713884
1814,2505226.38,1123124.88,120.0,6.209618932373784,46.25285996419522
1815,2505220.96,1123123.86,120.0,6.2095488647213735,46.252850024905726
1816,2503503.66,1116891.18,,6.188572232183456,46.19654587516313
1817,2503504.58,1116883.18,,6.188585801982193,46.19647405160898
1818,2503512.83,1116891.06,,6.1886910307891965,46.19654611198407
1819,2503513.72,1116882.83,,6.188704259394139,46.19647221538632
1820,2503522.09,1116886.17,,6.188811980872551,46.19650345806368
1821,2503520.96,1116877.45,,6.1887991467081624,46.19642486428551
1822,2503508.09,1116875.82,,6.188632786176378,46.19640835624503
1823,2503515.1,1116870.16,,6.18872475225999,46.19635845374917
1824,2504309.2,1123931.64,250.0,6.19756117297622,46.259986301465105
1825,2504306.09,1123923.27,250.0,6.1975225635117885,46.25991057438633
1826,2496576.43,1117198.85,,6.098781267317058,46.19828319467788
1827,2496583.99,1117194.5,,6.098880152615161,46.198245232499566
1828,2496582.25,1117212.37,,6.098853656441859,46.19840569268803
1829,2496589.82,1117208.08,,6.098952658147589,46.198368271641165
1830,2496587.33,1117226.07,,6.09891642104992,46.19852969579699
1831,2496594.58,1117221.95,,6.099011240433804,46.19849375450423
1832,2503512.98,1116837.47,,6.188704049401191,46.19606412089155
1833,2503515.71,1116844.17,,6.188738024551954,46.19612477551627
1834,2503519.14,1116832.79,,6.188784802850854,46.19602291091685
1835,2503521.49,1116839.77,,6.188813798319621,46.19608602943061
1836,2503527.63,1116835.08,,6.1888942947388275,46.196044726562896
1837,2503525.28,1116828.09,,6.188865301265226,46.19598151812541
1838,2503533.79,1116830.38,,6.1889750521482725,46.19600333656314
1839,2495019.19,1114458.53,,6.079226979356214,46.1733947426693
1840,2494991.96,1114459.75,,6.078874168491652,46.17340146504026
1841,2494999.63,1114448.17,,6.078976071265756,46.173298509225475
1842,2495005.9,1114438.72,,6.079059369843303,46.17321449249791
1843,2495018.3,1114446.93,,6.079218063003264,46.17329027065757
1844,2495027.86,1114464.28,,6.0793379349122825,46.17344781266198
1845,2499606.59,1115488.95,,6.138397677695448,46.183363071719235
1846,2499616.06,1115490.25,,6.1385200268869085,46.183376178099536
1847,2499624.36,1115491.5,,6.138627236352891,46.18338865999056
1848,2499608.64,1115482.31,,6.138425650616327,46.183303655267316
1849,2499621.92,1115484.2,,6.138597209161647,46.18332263700867
1850,2499607.21,1115475.01,,6.138408702341264,46.18323778301589
1851,2499617.85,1115476.69,,6.138546120078592,46.18325448188993
1852,2499626.3,1115477.88,,6.138655284575658,46.18326644648428
1853,2497699.34,1125847.01,135.0,6.111428106014236,46.276239359918264
1854,2497705.05,1125853.53,135.0,6.111500738874449,46.27629887306598
